_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
2477619,8740,SH-00187,7,John Cabotway,Sheppard Ave W,South,Laura Rd,East,T6078,7,,A,Existing,Enseicom,,No,,0,303220.481,4844209.502,-79.519609064,43.737839361999995,"{u'type': u'Point', u'coordinates': (-79.5196090633, 43.737839364)}"
2477620,8754,SH-02228,450,Commissioners St,Carlaw Ave,West,Commissioners St,North,T6286,14,,C,Existing,Enseicom,,No,,0,318050.631,4834769.674,-79.335731435,43.65275239,"{u'type': u'Point', u'coordinates': (-79.3357314349, 43.6527523891)}"
2477621,8756,TR-04181,,,William R Allen Rd,East,Rimrock Rd,South,T14834,6,DuKe Heights,VS,Existing,Provincial,,Yes,Existing,0,307635.957,4846399.662,-79.46478123600001,43.757549705,"{u'type': u'Point', u'coordinates': (-79.4647812334, 43.7575497046)}"
2477622,8757,TR-04161,11,Bathurst St,Bathurst St,Centre East,Queens Quay W,North,T13368B,10,The Waterfront,Q10-SA,Existing,Provincial,TS12690M,No,,0,312975.605,4832894.334,-79.39867496800001,43.635944875,"{u'type': u'Point', u'coordinates': (-79.39867497, 43.6359448797)}"
2477623,8758,TR-04191,986,Wilson Ave,Wilson Ave,North,Dubray Ave,East,T8843,6,Wilson Village,LC,Existing,Provincial,0TS12776,No,,0,306760.045,4843201.108,-79.475670537,43.72876167,"{u'type': u'Point', u'coordinates': (-79.4756705419, 43.7287616702)}"
2477624,8759,TR-04173,,,The Queensway,North,Park Lawn Rd,East,T6907,3,shoptheQueensway.com,LC,Existing,Provincial,0TS12820,No,,0,305600.37,4832144.333000001,-79.490081654,43.629238298000004,"{u'type': u'Point', u'coordinates': (-79.4900816516, 43.6292383028)}"
2477625,8760,TR-05189,,,Steeles Ave W,North,Islington Ave,East,T8273,7,,LCN,Existing,Provincial,,No,,0,299006.966,4847248.305,-79.57195081399999,43.765171271999996,"{u'type': u'Point', u'coordinates': (-79.571950813, 43.765171277)}"
2477626,8761,TR-05199,3447,Kennedy Rd,Kennedy Rd,East,Steeles Ave E,South,T10037,22,,LC,Existing,Provincial,,No,,0,320428.11699999997,4853471.817,-79.305714275,43.821047453999995,"{u'type': u'Point', u'coordinates': (-79.3057142771, 43.8210474584)}"
2477627,8762,TR-05206,929,Kennedy Rd,Kennedy Rd,East,Ranstone Gdns,South,T4117,21,,T,Existing,Provincial,,No,,0,323174.529,4844702.303,-79.271872005,43.742049196,"{u'type': u'Point', u'coordinates': (-79.2718720036, 43.7420491985)}"
2477628,8764,TR-04490,318,Queens Quay W,Queens Quay W,Centre North,Rees St,West,T6864B,10,The Waterfront,Q10-SA,Existing,Provincial,TS12576M,No,,0,313917.429,4833212.438999999,-79.386997053,43.638797317,"{u'type': u'Point', u'coordinates': (-79.3869970525, 43.6387973169)}"
2477629,8765,TR-01049,2592,Keele St,Rustic Rd,North,Keele St,West,T4026,5,,LC,Existing,Provincial,0TS11480,Yes,Permanently Removed,0,306390.48600000003,4842003.462,-79.480261311,43.717982248999995,"{u'type': u'Point', u'coordinates': (-79.4802613078, 43.717982249)}"
2477630,8766,TR-05219,1555,Avenue Rd,Avenue Rd,East,Woburn Ave,South,T4797,8,,LKN,Existing,Provincial,,Yes,Existing,0,311511.958,4842816.906,-79.41669128,43.725275599999996,"{u'type': u'Point', u'coordinates': (-79.416691286, 43.7252756056)}"
2477631,8767,TR-05229,2907,Kennedy Rd,Kennedy Rd,East,Trojan Gt,South,T4130,22,,LK,Existing,Provincial,,Yes,Existing,0,321057.217,4851551.024,-79.297951768,43.803744736999995,"{u'type': u'Point', u'coordinates': (-79.2979517711, 43.8037447436)}"
2477632,8768,TR-05237,2493,Kennedy Rd,Kennedy Rd,East,Havendale Rd,South,T4089,22,,LCN,Existing,Provincial,,No,,0,321580.466,4850137.785,-79.29149299699999,43.791012398,"{u'type': u'Point', u'coordinates': (-79.2914929987, 43.7910124001)}"
2477633,8769,TR-05245,3771,Victoria Park Ave,Victoria Park Ave,East,Gordon Baker Rd,South,T3156,22,,LK,Existing,Provincial,,Yes,Existing,0,317824.435,4852074.567,-79.338116588,43.808521157,"{u'type': u'Point', u'coordinates': (-79.3381165852, 43.8085211616)}"
2477634,8770,TR-05254,39,York Ridge Rd,York Mills Rd,North,York Ridge Rd,East,T3265,15,,RN2,Existing,Provincial,,No,,0,312743.438,4844951.218,-79.401374674,43.744474841000006,"{u'type': u'Point', u'coordinates': (-79.4013746725, 43.744474843)}"
2477635,8771,TR-05259,2126,Victoria Park Ave,Victoria Park Ave,West,Paget Rd,South,T7418,16,,LK,Existing,Provincial,TS13360,Yes,Existing,0,319596.424,4846663.526000001,-79.316241518,43.75978250399999,"{u'type': u'Point', u'coordinates': (-79.3162415216, 43.7597825037)}"
2477636,8772,TR-05273,,,Spadina Ave,North,Front St W,West,T8123C,10,,Q10-SA,Existing,Provincial,,No,,0,313345.615,4833682.337,-79.394076763,43.643033821,"{u'type': u'Point', u'coordinates': (-79.3940767684, 43.6430338243)}"
2477637,8773,TR-05280,,,Spadina Ave,North,King St W,West,T8126C,10,,Q10-SA,Existing,Provincial,,No,,0,313251.468,4833993.713,-79.395238846,43.645837707,"{u'type': u'Point', u'coordinates': (-79.3952388517, 43.6458377058)}"
2477638,8775,TR-05295,1049,Pharmacy Ave,Pharmacy Ave,East,Sherwood Ave,South,T6748,21,,LCN,Temporarily Removed,Provincial,,No,,0,320650.113,4844464.03,-79.30322058,43.739962716,"{u'type': u'Point', u'coordinates': (-79.3032205851, 43.7399627209)}"
2477639,8776,TR-05300,,,Birchmount Rd,East,Ranstone Gdns,South,T443,21,,LC,Existing,Provincial,TS13370,No,,0,322433.544,4844310.921,-79.281084434,43.738544299,"{u'type': u'Point', u'coordinates': (-79.2810844325, 43.7385443002)}"
2477640,8777,TR-05308,1045,Warden Ave,Warden Ave,East,Castille Ave,South,T8547,21,,RN1,Existing,Provincial,,No,,0,321505.352,4844515.638,-79.29260124,43.74040848,"{u'type': u'Point', u'coordinates': (-79.2926012422, 43.7404084801)}"
2477641,8778,TR-04761,679,St Clair Ave W,St Clair Ave W,Centre South,Christie St,East,,12,Wychwood Heights,Custom,Existing,Provincial,,,,0,310831.693,4837983.31,-79.425188838,43.681772945,"{u'type': u'Point', u'coordinates': (-79.4251888403, 43.6817729469)}"
2477642,8779,TR-04768,611,St Clair Ave W,St Clair Ave W,Centre South,Christie St,East,,12,Wychwood Heights,Custom,Existing,Provincial,,,,0,311005.203,4838028.448,-79.423036272,43.68217782,"{u'type': u'Point', u'coordinates': (-79.4230362762, 43.6821778191)}"
2477643,8782,SH-02947,32,Brigham Crt,Islington Ave,West,Chilcot Ave,West,T3838,1,,C,Existing,Enseicom,,No,,0,300422.167,4841413.803,-79.554326197,43.712663367,"{u'type': u'Point', u'coordinates': (-79.5543261963, 43.7126633702)}"
2477644,8783,SH-00569,1447,Royal York Rd,,,Renault Cres,,,2,,Standard Daytech,Temporarily Removed,Daytech,,No,,0,302534.66,4838466.397,-79.52809908,43.686142385,"{u'type': u'Point', u'coordinates': (-79.5280990785, 43.6861423887)}"
2477645,8784,TR-03516,2821,Birchmount Rd,Birchmount Rd,East,Finch Ave E,South,T411,22,,LCN,Existing,Provincial,S3900411,No,,0,320434.528,4850998.419,-79.305706765,43.798784126,"{u'type': u'Point', u'coordinates': (-79.3057067606, 43.798784126)}"
2477646,8790,SH-00786,265,Sheppard Ave E,Sheppard Ave E,South,Wilfred Ave,West,T1543,18,,A,Existing,Enseicom,,No,,0,313267.32300000003,4847224.09,-79.39483432899999,43.764927574,"{u'type': u'Point', u'coordinates': (-79.3948343316, 43.7649275781)}"
2477647,8791,TR-02243,183,Lord Roberts Dr,Midland Ave,West,Lord Roberts Dr,North,T5717,21,,LKN,Temporarily Removed,Provincial,S3705717,Yes,Existing,0,324029.49100000004,4844662.81,-79.261258774,43.741672037,"{u'type': u'Point', u'coordinates': (-79.2612587695, 43.7416720381)}"
2477648,8793,TR-02399,4218,Lawrence Ave E,Lawrence Ave E,North,Morningside Ave,East,T4424,25,,U,Existing,Provincial,00TS1160,No,,0,330098.273,4847678.182,-79.185771589,43.768631373999995,"{u'type': u'Point', u'coordinates': (-79.1857715924, 43.7686313733)}"
2477649,8794,SH-01244,2740,Jane St,Jane St,West,Courage Ave,South,T3876,7,,C,Existing,Enseicom,,No,,0,303614.253,4844980.577,-79.514722256,43.74478070600001,"{u'type': u'Point', u'coordinates': (-79.5147222505, 43.7447807117)}"
2477650,8795,TR-03354,10,Commander Blvd,Mccowan Rd,West,Commander Blvd,North,T1290,23,,LC,Existing,Provincial,00TS1288,No,,0,323972.55600000004,4850733.375,-79.261748831,43.796315246999995,"{u'type': u'Point', u'coordinates': (-79.2617488368, 43.7963152501)}"
2477651,8797,TR-06527,128,East Ave,East Ave,West,Golders Green Ave,North,T5037,25,,LKN,Existing,Provincial,,Yes,Existing,0,334308.55,4849480.358,-79.133377868,43.78469698399999,"{u'type': u'Point', u'coordinates': (-79.1333778666, 43.7846969819)}"
2477652,8798,TR-02806,1686,Jane St,Lawrence Ave W,South,Jane St,West,T2824,5,,A,Existing,Enseicom,,No,,0,304478.082,4840309.374,-79.503994139,43.702734946999996,"{u'type': u'Point', u'coordinates': (-79.5039941437, 43.702734946)}"
2477653,8801,TR-03225,1370,Queen St E,Greenwood Ave,West,Queen St E,North,T3685,14,Leslieville,Q,Existing,Provincial,0TS6114P,No,,0,318876.205,4836078.063,-79.32546269699999,43.66451443,"{u'type': u'Point', u'coordinates': (-79.3254626977, 43.6645144343)}"
2477654,8802,TR-04383,,,Lloyd Manor Rd,West,Beaverbrook Ave,North,T5495,2,,LCN,Existing,Provincial,S0305495,No,,0,300946.036,4835760.448,-79.54778489600001,43.661778727,"{u'type': u'Point', u'coordinates': (-79.5477848953, 43.6617787311)}"
2477655,8805,TR-03665,,,The Queensway,Centre North,Windermere Ave,West,,4,,Canopy,Existing,Enseicom,,No,,0,307165.49100000004,4833019.783,-79.47068253,43.63711524,"{u'type': u'Point', u'coordinates': (-79.4706825239, 43.6371152393)}"
2477656,8809,TR-04424,1544,Dundas St W,Dundas St W,North,Sheridan Ave,East,T2187,9,Little Portugal,LK,Existing,Provincial,00TS5932,Yes,Existing,0,310163.369,4834432.879,-79.433513343,43.64981946899999,"{u'type': u'Point', u'coordinates': (-79.4335133469, 43.6498194672)}"
2477657,8811,SH-02732,1820,Eglinton Ave W,Eglinton Ave W,North,Dufferin St,West,,8,York-Eglinton,Standard Daytech,Temporarily Removed,Daytech,,No,,0,308817.99600000004,4839544.682,-79.4501531,43.695840938,"{u'type': u'Point', u'coordinates': (-79.4501530988, 43.6958409374)}"
2477658,8812,SH-02402,3747,Keele St,Keele St,East,Broadoaks Dr,South,T3959,6,DuKe Heights,A,Temporarily Removed,Enseicom,,No,,0,305665.179,4846366.342,-79.489255699,43.757254700000004,"{u'type': u'Point', u'coordinates': (-79.4892556948, 43.7572547059)}"
2477659,8813,TR-06739,123,The Queensway,The Queensway,South,High St,East,T6523A,3,,Q,Existing,Provincial,,No,,0,306516.67600000004,4832347.373,-79.478725959,43.63106439,"{u'type': u'Point', u'coordinates': (-79.4787259566, 43.6310643965)}"
2477660,8814,TR-06744,335,Donlands Ave,Donlands Ave,East,Plains Rd,South,T969,14,,RN1,Existing,Provincial,,No,,0,317516.541,4839219.802,-79.342247648,43.692818608,"{u'type': u'Point', u'coordinates': (-79.342247654, 43.6928186122)}"
2477661,8819,TR-06780,459,Spadina Ave,Spadina Ave,East,College St,North,T7347A,11,,Q,Existing,Provincial,,No,,0,312854.69,4835381.0030000005,-79.400136467,43.658329576999996,"{u'type': u'Point', u'coordinates': (-79.4001364625, 43.658329583)}"
2477662,8820,TR-00738,930,Brimorton Dr,Mid Pines Rd,East,Brimorton Dr,North,T4840,24,,T,Existing,Provincial,S4304840,Yes,Existing,0,328003.885,4847966.353999999,-79.211773072,43.771293779,"{u'type': u'Point', u'coordinates': (-79.211773071, 43.7712937854)}"
2477663,8823,SH-01649,189,Rexdale Blvd,Rexdale Blvd,South,Brydon Dr,West,T6937,1,,B,Existing,Enseicom,,Yes,Existing,0,299026.863,4841290.968,-79.57163972800001,43.711548162,"{u'type': u'Point', u'coordinates': (-79.5716397261, 43.7115481602)}"
2477664,8825,SH-01048,4400,Bathurst St,Sheppard Ave W,North,Bathurst St,West,T7266,6,,B,Existing,Enseicom,,Yes,Existing,0,309719.295,4846179.455,-79.438911015,43.755556678000005,"{u'type': u'Point', u'coordinates': (-79.4389110091, 43.7555566796)}"
2477665,8826,SH-00069,355,Coxwell Ave,Gerrard St E,North,Coxwell Ave,East,T1117,19,,A,Existing,Enseicom,,No,,0,319309.503,4837308.471,-79.320056982,43.675581353999995,"{u'type': u'Point', u'coordinates': (-79.3200569785, 43.6755813589)}"
2477666,8829,TR-05082,3501,Finch Ave E,Finch Ave E,South,Bridletowne Crcl,East,T2555,22,,A,Existing,Enseicom,,No,,0,320070.24199999997,4850898.658,-79.310236633,43.797893773,"{u'type': u'Point', u'coordinates': (-79.3102366287, 43.7978937757)}"
2477667,8830,TR-05091,6043,Yonge St,Yonge St,East,Patricia Ave,South,T9034,18,,KR2,Existing,Provincial,,Yes,Existing,0,311406.07300000003,4850011.686000001,-79.417917047,43.790038085,"{u'type': u'Point', u'coordinates': (-79.4179170466, 43.7900380835)}"
2477668,8831,TR-05099,,,Runnymede Rd,West,Dundas St W,North,T7059,4,,KF2,Existing,Provincial,TS13660P,No,,0,306220.061,4836219.001,-79.482391604,43.665914949,"{u'type': u'Point', u'coordinates': (-79.4823916037, 43.6659149538)}"
2477669,8832,TR-05107,,,Sheppard Ave E,East,Rainbow Ridge Ave,South,T13887,25,,LC,Existing,Provincial,,No,,0,331937.791,4851979.948,-79.162705761,43.807286416000004,"{u'type': u'Point', u'coordinates': (-79.1627057578, 43.8072864163)}"
2477670,8833,TR-05115,,,Sheppard Ave E,South,Neilson Rd,West,T7136,23,,LC,Existing,Provincial,,No,,0,327327.803,4850877.627,-79.220048656,43.797519138999995,"{u'type': u'Point', u'coordinates': (-79.2200486585, 43.7975191445)}"
2477671,8834,TR-05862,,,Spadina Ave,West,Queen St W,South,T8129A,10,,Q10-SA,Existing,Provincial,TS13505R,No,,0,313168.331,4834271.214,-79.39626508100001,43.648336526,"{u'type': u'Point', u'coordinates': (-79.3962650858, 43.6483365296)}"
2477672,8835,TR-05842,39,Bastion St,Fort York Blvd,South,Bastion St,East,T15503,10,CityPlace and Fort York,LK,Existing,Provincial,0TS13652,Yes,Existing,0,312577.82300000003,4833064.438999999,-79.403602465,43.637480323000005,"{u'type': u'Point', u'coordinates': (-79.4036024591, 43.6374803211)}"
2477673,8836,TR-05822,109,Antibes Dr,Antibes Dr,South,Coneflower Cres,East,T9282,6,,LKN,Existing,Provincial,S1009282,Yes,Existing,0,308916.189,4848858.716,-79.448863628,43.779678061999995,"{u'type': u'Point', u'coordinates': (-79.4488636276, 43.7796780649)}"
2477674,8837,TR-05870,,,Spadina Ave,West,Sullivan St,North,T8131C,10,Chinatown,Q10-SA,Existing,Provincial,TS13521L,No,,0,313080.063,4834574.045,-79.397354621,43.6510634,"{u'type': u'Point', u'coordinates': (-79.3973546236, 43.6510634045)}"
2477675,8838,TR-05849,1,Wickson Trl,Neilson Rd,South,Wickson Trl,East,T9983,25,,LKN,Existing,Provincial,S4209983,No,,0,327514.656,4851355.65,-79.217706415,43.801816124,"{u'type': u'Point', u'coordinates': (-79.2177064204, 43.8018161259)}"
2477676,8841,SH-03778,2555,Eglinton Ave W,Eglinton Ave W,South,Scott Rd,West,,5,Eglinton Hill,Standard Daytech,Existing,Daytech,,No,,0,306989.942,4838957.922,-79.472834155,43.690566978,"{u'type': u'Point', u'coordinates': (-79.4728341548, 43.6905669789)}"
2477677,8844,SH-04004,3420,Finch Ave E,Finch Ave E,North,Warden Ave,East,T2570,22,,D,Existing,Enseicom,,Yes,Existing,0,319657.98699999996,4850800.768,-79.315362405,43.797021045,"{u'type': u'Point', u'coordinates': (-79.3153624101, 43.7970210511)}"
2477678,8845,SH-01668,1270,Brimley Rd,Brimley Rd,West,Ellesmere Rd,South,T629,21,,C,Existing,Enseicom,,No,,0,324002.516,4847775.836,-79.26148240399999,43.769693443,"{u'type': u'Point', u'coordinates': (-79.2614823996, 43.7696934476)}"
2477679,8847,SH-02606,3995,Bathurst St,Bathurst St,East,Laurelcrest Ave,South,T188,6,,A,Existing,Enseicom,,No,,0,309991.43,4844911.257,-79.43554382100001,43.744139518000004,"{u'type': u'Point', u'coordinates': (-79.4355438246, 43.7441395217)}"
2477680,8848,TR-03825,40,Sewell's Rd,Sewell's Rd,West,Mclevin Ave,South,T10872,25,,T,Temporarily Removed,Provincial,S4210872,Yes,Existing,0,327805.314,4852266.255,-79.214055122,43.810003506,"{u'type': u'Point', u'coordinates': (-79.2140551249, 43.8100035052)}"
2477681,8849,TR-03942,,,Steeles Ave E,North,Bestview Dr,East,T8213,17,,S,Existing,Provincial,S2408213,No,,0,314190.782,4851818.893999999,-79.383284382,43.80627487100001,"{u'type': u'Point', u'coordinates': (-79.3832843857, 43.8062748722)}"
2477682,8851,SH-00872,41,Jardine Pl,Kipling Ave,West,Holywell Dr,North,T4325,2,,A,Existing,Enseicom,,No,,0,300273.679,4838719.147,-79.556146205,43.68840713,"{u'type': u'Point', u'coordinates': (-79.5561462005, 43.6884071327)}"
2477683,8852,TR-00088,,,Steeles Ave E,North,Birchmount Rd,East,T9355,22,,US,Existing,Provincial,0TS12084,No,,0,319546.461,4853534.423,-79.316673072,43.821629081000005,"{u'type': u'Point', u'coordinates': (-79.3166730723, 43.8216290849)}"
2477684,8853,TR-00114,625,Bloor St E,Parliament St,East,Bloor St E,South,2435,13,,A,Existing,Provincial,00TS6426,No,,0,315219.912,4836864.9860000005,-79.370783422,43.671657999,"{u'type': u'Point', u'coordinates': (-79.3707834186, 43.6716580031)}"
2477685,8854,TR-03849,,,Burnhamthorpe Rd,North,Old Burnhamthorpe Rd,West,T1249,2,,LCN,Existing,Provincial,S0301249,No,,0,298114.62100000004,4833413.947,-79.582862241,43.640636988999994,"{u'type': u'Point', u'coordinates': (-79.5828622404, 43.6406369872)}"
2477686,8855,TR-00245,1075,Leslie St,Leslie St,East,Eglinton Ave E,North,2286,16,,A,Existing,Provincial,00TS9010,No,,0,316867.751,4842041.575,-79.350232828,43.7182289,"{u'type': u'Point', u'coordinates': (-79.3502328302, 43.7182289015)}"
2477687,8856,TR-00676,945,Queen St E,Carlaw Ave,East,Queen St E,South,T4858,14,Leslieville,W,Existing,Provincial,S3004858,No,,0,317712.755,4835679.027,-79.33989833,43.66094369899999,"{u'type': u'Point', u'coordinates': (-79.3398983337, 43.660943705)}"
2477688,8857,TR-00684,3,Rooksnest Trl,Mccowan Rd,East,Kenhatch Blvd,South,4077,23,,D,Existing,Provincial,S4101301,Yes,Existing,0,323828.042,4851283.938999999,-79.263525105,43.801274629,"{u'type': u'Point', u'coordinates': (-79.2635251066, 43.8012746336)}"
2477689,8858,TR-03968,,,Eglinton Ave E,South,Jonesville Cres,East,T2277,16,,LCN,Temporarily Removed,Provincial,S3402277,No,,0,320363.153,4842788.435,-79.306831667,43.724886462,"{u'type': u'Point', u'coordinates': (-79.3068316612, 43.724886466)}"
2477690,8861,TR-00164,589,Ossington Ave,Ossington Ave,East,Harbord St,South,T5972,11,,DIG-FE,Existing,Provincial,00TS6420,No,,0,310920.33,4835390.407,-79.424118891,43.65843266899999,"{u'type': u'Point', u'coordinates': (-79.4241188852, 43.6584326668)}"
2477691,8862,TR-00757,1765,Weston Rd,Weston Rd,East,Wright Ave,North,2869,5,Weston Village,A,Existing,Provincial,00TS7062,No,,0,303817.494,4839870.798,-79.512189479,43.698786614,"{u'type': u'Point', u'coordinates': (-79.5121894789, 43.6987866198)}"
2477692,8863,TR-00780,620,Dundas St W,Dundas St W,South,Jane St,West,2101,4,,I,Existing,Provincial,00TS6890,No,,0,305485.375,4836183.448,-79.491501574,43.665595968999995,"{u'type': u'Point', u'coordinates': (-79.4915015688, 43.6655959696)}"
2477693,8864,TR-00202,1780,Lawrence Ave E,Lawrence Ave E,South,Townley Ave,East,426,21,Wexford Heights,B,Existing,Provincial,0TS10672,Yes,Existing,0,320343.043,4844755.057,-79.307024428,43.742588803000004,"{u'type': u'Point', u'coordinates': (-79.307024429, 43.742588803)}"
2477694,8865,TR-00844,901,Sheppard Ave W,Sheppard Ave W,South,Wilson Heights Blvd,West,T7299,6,,AS,Existing,Provincial,0TS11402,No,,0,308255.849,4845719.54,-79.457087382,43.75142515899999,"{u'type': u'Point', u'coordinates': (-79.4570873864, 43.751425163)}"
2477695,8866,TR-00498,2958,Danforth Ave,Danforth Ave,North,Sibley Ave,East,2186,19,Danforth Village,B,Temporarily Removed,Provincial,00TS8226,Yes,Existing,0,321527.057,4838954.961,-79.292504547,43.690355223999994,"{u'type': u'Point', u'coordinates': (-79.2925045524, 43.6903552285)}"
2477696,8870,SH-03953,240,The Westway,The Westway,North,Wincott Dr,East,T6206,2,,D,Existing,Enseicom,,Yes,Existing,0,300806.57,4838622.426,-79.549535305,43.687539576000006,"{u'type': u'Point', u'coordinates': (-79.5495353047, 43.6875395738)}"
2477697,8874,SH-02697,109,Huntingdale Blvd,Finch Ave E,North,Pharmacy Ave,West,T2531,22,,D,Existing,Enseicom,,Yes,Existing,0,319022.408,4850586.664,-79.32326628,43.795106365,"{u'type': u'Point', u'coordinates': (-79.3232662806, 43.7951063688)}"
2477698,8876,TR-02205,23,Grandravine Dr,Grandravine Dr,South,Derrydown Rd,West,T2662,6,,LKN,Existing,Provincial,S0802662,Yes,Existing,0,305458.086,4845888.225,-79.49182808100001,43.752951296000006,"{u'type': u'Point', u'coordinates': (-79.4918280839, 43.752951294)}"
2477699,8877,TR-02225,16-24,The Links Rd,The Links Rd,West,Tournament Dr,North,T8343,15,,LKN,Existing,Provincial,S2508343,Yes,,0,312695.86600000004,4845657.114,-79.40195495399999,43.750829257,"{u'type': u'Point', u'coordinates': (-79.4019549525, 43.7508292582)}"
2477700,8878,TR-02122,235,Grandravine Dr,Grandravine Dr,South,Futura Dr,West,T2664,7,,LKN,Existing,Provincial,S0802664,Yes,Existing,0,304219.26300000004,4845378.217,-79.50721087,43.748360673,"{u'type': u'Point', u'coordinates': (-79.5072108681, 43.7483606733)}"
2477701,8879,TR-02150,360,Hullmar Dr,Jane St,West,Steeles Ave W,South,T1173,7,,LCN,Existing,Provincial,S0801173,No,,0,303035.494,4848334.743,-79.521919144,43.77497103899999,"{u'type': u'Point', u'coordinates': (-79.5219191486, 43.7749710375)}"
2477702,8881,TR-05368,,,Martin Grove Rd,East,Royalcrest Rd,South,T9258,1,,LKN,Existing,Provincial,,Yes,Existing,0,296819.902,4845818.598999999,-79.59909337100001,43.752281915,"{u'type': u'Point', u'coordinates': (-79.5990933751, 43.7522819131)}"
2477703,8882,TR-05374,1915,Martin Grove Rd,Martin Grove Rd,East,Garfella Dr,South,T5602,1,,RN2,Existing,Provincial,,No,,0,297055.109,4845151.541999999,-79.596163072,43.746280096999996,"{u'type': u'Point', u'coordinates': (-79.5961630678, 43.7462800996)}"
2477704,8883,TR-05381,,,Martin Grove Rd,East,Rampart Rd,South,T5635,1,,LCN,Existing,Provincial,,No,,0,297542.88300000003,4843774.566000001,-79.59008813,43.733890589,"{u'type': u'Point', u'coordinates': (-79.59008813, 43.7338905867)}"
2477705,8886,TR-05403,516,The Kingsway,Kipling Ave,East,The Kingsway,South,T4335,2,,KR2,Existing,Provincial,TS13417P,Yes,Existing,0,300841.958,4837059.916,-79.549084877,43.673475121,"{u'type': u'Point', u'coordinates': (-79.5490848776, 43.6734751257)}"
2477706,8888,TR-02354,1,Aviemore Dr,Islington Ave,West,Aviemore Dr,North,T3759,7,,LCN,Existing,Provincial,S0703759,No,,0,299285.995,4845408.8,-79.568466329,43.748615678,"{u'type': u'Point', u'coordinates': (-79.5684663296, 43.7486156786)}"
2477707,8889,TR-01832,2515,Bathurst St,Roselawn Ave,North,Bathurst St,East,T4585,8,,LC,Existing,Provincial,00TS6638,No,,0,310758.17600000004,4840599.813999999,-79.426071742,43.70532544100001,"{u'type': u'Point', u'coordinates': (-79.4260717457, 43.7053254397)}"
2477708,8890,TR-01846,131,The Esplanade,The Esplanade,South,Lower Jarvis St,East,T6375,10,St. Lawrence Market Neighbourhood,LC,Existing,Provincial,00TS6036,No,,0,315240.68100000004,4834262.478999999,-79.370576199,43.648231704,"{u'type': u'Point', u'coordinates': (-79.370576194, 43.6482317051)}"
2477709,8891,TR-01866,295,Dufferin St,Dufferin St,East,Melbourne Ave,South,T9739,10,,RN2,Existing,Provincial,S1409739,No,,0,310631.455,4833362.259,-79.427722308,43.6401789,"{u'type': u'Point', u'coordinates': (-79.4277223091, 43.6401789062)}"
2477710,8892,TR-01168,800,Royal York Rd,Royal York Rd,West,Norseman St,North,T7007,3,,V,Existing,Provincial,0TS11548,Yes,Missing,0,304096.253,4833258.825,-79.508722433,43.639270368000005,"{u'type': u'Point', u'coordinates': (-79.5087224273, 43.6392703739)}"
2477711,8895,TR-03686,2045,Keele St,Keele St,East,Yore Rd,North,T4053,5,,LCN,Existing,Provincial,S1204053,No,,0,306883.499,4839132.4180000005,-79.474153889,43.692137971,"{u'type': u'Point', u'coordinates': (-79.4741538869, 43.6921379751)}"
2477712,8898,TR-03293,2,Renforth Dr,Carlingview Dr,West,Renforth Dr,North,T7582,1,,LC,Existing,Provincial,,No,,0,297436.406,4837466.161,-79.591323668,43.677105925,"{u'type': u'Point', u'coordinates': (-79.5913236641, 43.6771059266)}"
2477713,8899,TR-04448,250,University Ave,Queen St W,South,University Ave,West,T6858,10,Financial District,V,Existing,Provincial,00TS6578,Yes,Existing,0,313917.143,4834532.304,-79.38697833100001,43.650677886000004,"{u'type': u'Point', u'coordinates': (-79.3869783257, 43.6506778908)}"
2477714,8901,TR-02938,487,Birchmount Rd,Birchmount Rd,East,Danforth Rd,South,T399,20,,U,Existing,Provincial,00TS1114,No,,0,323500.232,4840800.801,-79.267963874,43.706922972,"{u'type': u'Point', u'coordinates': (-79.2679638766, 43.7069229728)}"
2477715,8903,TR-04467,3050,Pharmacy Ave,Pharmacy Ave,West,Finch Ave E,North,T6704,22,,LCN,Existing,Provincial,S3906704,No,,0,318776.84,4850513.525,-79.32631971,43.794452711999995,"{u'type': u'Point', u'coordinates': (-79.3263197062, 43.7944527159)}"
2477716,8904,TR-01064,1138,Dundas St W,Dundas St W,North,Ossington Ave,East,T2176,11,Little Portugal,LK,Existing,Provincial,00TS5910,Yes,,0,311216.561,4834392.893,-79.420458005,43.6494512,"{u'type': u'Point', u'coordinates': (-79.4204580075, 43.6494512002)}"
2477717,8905,TR-03736,,,Leslie St,East,Sheppard Ave E,North,T5476,17,,A,Existing,Enseicom,,No,,0,315755.017,4848037.632,-79.363920206,43.772217785,"{u'type': u'Point', u'coordinates': (-79.363920202, 43.7722177854)}"
2477718,8906,TR-01451,5733,Leslie St,Leslie St,East,Old Cummer Ave,North,T5463,17,,LC,Existing,Provincial,00TS9490,No,,0,315358.082,4850484.617,-79.368802629,43.794249173999994,"{u'type': u'Point', u'coordinates': (-79.3688026326, 43.7942491737)}"
